id;nombres;edad;notas
13863;nombre 13863;15;5
13864;nombre 13864;17;3
13865;nombre 13865;17;4
13866;nombre 13866;17;0
13867;nombre 13867;11;3
13868;nombre 13868;13;6
13869;nombre 13869;10;5
13870;nombre 13870;10;18
13871;nombre 13871;15;16
13872;nombre 13872;10;20
13873;nombre 13873;17;13
13874;nombre 13874;17;4
13875;nombre 13875;16;8
13876;nombre 13876;17;18
13877;nombre 13877;10;6
13878;nombre 13878;17;1
13879;nombre 13879;14;6
13880;nombre 13880;13;14
13881;nombre 13881;13;6
13882;nombre 13882;14;4
13883;nombre 13883;14;7
13884;nombre 13884;13;2
13885;nombre 13885;14;0
13886;nombre 13886;10;11
13887;nombre 13887;20;0
13888;nombre 13888;14;20
13889;nombre 13889;20;9
13890;nombre 13890;20;4
13891;nombre 13891;20;14
13892;nombre 13892;18;19
13893;nombre 13893;12;4
13894;nombre 13894;19;5
13895;nombre 13895;12;16
13896;nombre 13896;10;20
13897;nombre 13897;20;12
13898;nombre 13898;18;14
13899;nombre 13899;14;2
13900;nombre 13900;20;17
13901;nombre 13901;20;2
13902;nombre 13902;11;8
13903;nombre 13903;12;0
13904;nombre 13904;15;0
13905;nombre 13905;20;5
13906;nombre 13906;11;1
13907;nombre 13907;14;15
13908;nombre 13908;11;4
13909;nombre 13909;11;6
13910;nombre 13910;12;11
13911;nombre 13911;17;12
13912;nombre 13912;11;7
13913;nombre 13913;12;2
13914;nombre 13914;15;11
13915;nombre 13915;14;15
13916;nombre 13916;13;1
13917;nombre 13917;15;4
13918;nombre 13918;10;19
13919;nombre 13919;18;13
13920;nombre 13920;17;17
13921;nombre 13921;13;6
13922;nombre 13922;10;10
13923;nombre 13923;11;2
13924;nombre 13924;11;2
13925;nombre 13925;17;12
13926;nombre 13926;12;4
13927;nombre 13927;15;9
13928;nombre 13928;18;17
13929;nombre 13929;16;19
13930;nombre 13930;12;6
13931;nombre 13931;12;2
13932;nombre 13932;11;18
13933;nombre 13933;16;12
13934;nombre 13934;20;7
13935;nombre 13935;15;1
13936;nombre 13936;14;20
13937;nombre 13937;11;14
13938;nombre 13938;18;3
13939;nombre 13939;17;1
13940;nombre 13940;15;17
13941;nombre 13941;12;17
13942;nombre 13942;15;18
13943;nombre 13943;10;7
13944;nombre 13944;14;3
13945;nombre 13945;10;16
13946;nombre 13946;19;8
13947;nombre 13947;17;10
13948;nombre 13948;12;2
13949;nombre 13949;16;3
13950;nombre 13950;14;16
13951;nombre 13951;11;0
13952;nombre 13952;12;18
13953;nombre 13953;11;15
13954;nombre 13954;15;13
13955;nombre 13955;12;12
13956;nombre 13956;16;2
13957;nombre 13957;10;17
13958;nombre 13958;14;19
13959;nombre 13959;15;11
13960;nombre 13960;14;2
13961;nombre 13961;10;7
13962;nombre 13962;16;1
13963;nombre 13963;19;1
13964;nombre 13964;20;12
13965;nombre 13965;14;11
13966;nombre 13966;14;16
13967;nombre 13967;12;16
13968;nombre 13968;17;15
13969;nombre 13969;17;12
13970;nombre 13970;20;18
13971;nombre 13971;13;7
13972;nombre 13972;19;9
13973;nombre 13973;17;20
13974;nombre 13974;12;8
13975;nombre 13975;13;12
13976;nombre 13976;19;5
13977;nombre 13977;12;10
13978;nombre 13978;18;8
13979;nombre 13979;15;12
13980;nombre 13980;13;20
13981;nombre 13981;18;12
13982;nombre 13982;10;10
13983;nombre 13983;17;19
13984;nombre 13984;12;7
13985;nombre 13985;17;1
13986;nombre 13986;13;4
13987;nombre 13987;16;20
13988;nombre 13988;18;2
13989;nombre 13989;17;7
13990;nombre 13990;18;13
13991;nombre 13991;10;6
13992;nombre 13992;20;7
13993;nombre 13993;17;2
13994;nombre 13994;10;8
13995;nombre 13995;18;0
13996;nombre 13996;19;14
13997;nombre 13997;12;2
13998;nombre 13998;13;14
13999;nombre 13999;13;16
14000;nombre 14000;16;5
14001;nombre 14001;13;13
14002;nombre 14002;13;14
14003;nombre 14003;19;12
14004;nombre 14004;12;3
14005;nombre 14005;19;1
14006;nombre 14006;11;3
14007;nombre 14007;11;15
14008;nombre 14008;12;12
14009;nombre 14009;10;3
14010;nombre 14010;14;15
14011;nombre 14011;13;1
14012;nombre 14012;12;10
14013;nombre 14013;14;8
14014;nombre 14014;10;5
14015;nombre 14015;20;15
14016;nombre 14016;11;14
14017;nombre 14017;15;16
14018;nombre 14018;13;19
14019;nombre 14019;13;2
14020;nombre 14020;10;19
14021;nombre 14021;18;3
14022;nombre 14022;12;7
14023;nombre 14023;13;18
14024;nombre 14024;18;17
14025;nombre 14025;10;3
14026;nombre 14026;13;3
14027;nombre 14027;19;20
14028;nombre 14028;14;16
14029;nombre 14029;18;5
14030;nombre 14030;19;10
14031;nombre 14031;11;2
14032;nombre 14032;11;6
14033;nombre 14033;17;15
14034;nombre 14034;14;20
14035;nombre 14035;14;17
14036;nombre 14036;18;11
14037;nombre 14037;13;15
14038;nombre 14038;13;12
14039;nombre 14039;17;17
14040;nombre 14040;15;19
14041;nombre 14041;14;7
14042;nombre 14042;10;4
14043;nombre 14043;17;20
14044;nombre 14044;11;5
14045;nombre 14045;16;6
14046;nombre 14046;16;4
14047;nombre 14047;11;4
14048;nombre 14048;16;4
14049;nombre 14049;14;1
14050;nombre 14050;13;20
14051;nombre 14051;19;11
14052;nombre 14052;16;9
14053;nombre 14053;14;16
14054;nombre 14054;12;14
14055;nombre 14055;10;20
14056;nombre 14056;17;3
14057;nombre 14057;10;10
14058;nombre 14058;10;2
14059;nombre 14059;19;10
14060;nombre 14060;15;5
14061;nombre 14061;14;16
14062;nombre 14062;14;1
14063;nombre 14063;17;4
14064;nombre 14064;19;8
14065;nombre 14065;15;10
14066;nombre 14066;10;19
14067;nombre 14067;18;1
14068;nombre 14068;10;10
14069;nombre 14069;11;14
14070;nombre 14070;10;7
14071;nombre 14071;18;19
14072;nombre 14072;20;17
14073;nombre 14073;18;8
14074;nombre 14074;10;4
14075;nombre 14075;16;12
14076;nombre 14076;11;19
14077;nombre 14077;20;19
14078;nombre 14078;20;5
14079;nombre 14079;16;7
14080;nombre 14080;14;15
14081;nombre 14081;16;20
14082;nombre 14082;12;16
14083;nombre 14083;17;10
14084;nombre 14084;19;19
14085;nombre 14085;18;5
14086;nombre 14086;13;11
14087;nombre 14087;18;20
14088;nombre 14088;15;5
14089;nombre 14089;13;15
14090;nombre 14090;18;14
14091;nombre 14091;11;9
14092;nombre 14092;14;8
14093;nombre 14093;17;8
14094;nombre 14094;13;9
14095;nombre 14095;15;1
14096;nombre 14096;18;8
14097;nombre 14097;12;6
14098;nombre 14098;20;1
14099;nombre 14099;17;3
14100;nombre 14100;12;11
14101;nombre 14101;14;18
14102;nombre 14102;12;13
14103;nombre 14103;11;9
14104;nombre 14104;10;4
14105;nombre 14105;16;19
14106;nombre 14106;17;0
14107;nombre 14107;18;7
14108;nombre 14108;18;8
14109;nombre 14109;14;14
14110;nombre 14110;18;16
14111;nombre 14111;17;16
14112;nombre 14112;11;19
14113;nombre 14113;14;2
14114;nombre 14114;16;12
14115;nombre 14115;12;6
14116;nombre 14116;15;13
14117;nombre 14117;17;4
14118;nombre 14118;19;1
14119;nombre 14119;11;19
14120;nombre 14120;11;7
14121;nombre 14121;16;8
14122;nombre 14122;13;19
14123;nombre 14123;11;1
14124;nombre 14124;12;17
14125;nombre 14125;19;0
14126;nombre 14126;16;15
14127;nombre 14127;20;7
14128;nombre 14128;11;12
14129;nombre 14129;11;7
14130;nombre 14130;15;10
14131;nombre 14131;12;10
14132;nombre 14132;11;13
14133;nombre 14133;19;8
14134;nombre 14134;17;13
14135;nombre 14135;12;4
14136;nombre 14136;14;17
14137;nombre 14137;11;13
14138;nombre 14138;10;11
14139;nombre 14139;10;18
14140;nombre 14140;18;17
14141;nombre 14141;12;2
14142;nombre 14142;15;13
14143;nombre 14143;19;4
14144;nombre 14144;12;9
14145;nombre 14145;17;13
14146;nombre 14146;12;10
14147;nombre 14147;15;3
14148;nombre 14148;11;20
14149;nombre 14149;14;19
14150;nombre 14150;16;10
14151;nombre 14151;12;5
14152;nombre 14152;19;4
14153;nombre 14153;18;12
14154;nombre 14154;12;20
14155;nombre 14155;10;5
14156;nombre 14156;19;10
14157;nombre 14157;18;11
14158;nombre 14158;15;6
14159;nombre 14159;10;17
14160;nombre 14160;12;18
14161;nombre 14161;16;20
14162;nombre 14162;18;10
14163;nombre 14163;14;8
14164;nombre 14164;11;2
14165;nombre 14165;10;18
14166;nombre 14166;19;8
14167;nombre 14167;10;5
14168;nombre 14168;10;15
14169;nombre 14169;19;7
14170;nombre 14170;17;17
14171;nombre 14171;16;0
14172;nombre 14172;17;0
14173;nombre 14173;10;17
14174;nombre 14174;14;17
14175;nombre 14175;17;18
14176;nombre 14176;10;18
14177;nombre 14177;12;4
14178;nombre 14178;17;6
14179;nombre 14179;14;12
14180;nombre 14180;13;15
14181;nombre 14181;10;5
14182;nombre 14182;12;17
14183;nombre 14183;15;18
14184;nombre 14184;15;6
14185;nombre 14185;17;8
14186;nombre 14186;17;11
14187;nombre 14187;20;13
14188;nombre 14188;11;3
14189;nombre 14189;20;15
14190;nombre 14190;18;13
14191;nombre 14191;10;10
14192;nombre 14192;20;9
14193;nombre 14193;14;10
14194;nombre 14194;14;14
14195;nombre 14195;12;3
14196;nombre 14196;11;15
14197;nombre 14197;20;15
14198;nombre 14198;16;4
14199;nombre 14199;13;4
14200;nombre 14200;19;20
14201;nombre 14201;16;0
14202;nombre 14202;17;4
14203;nombre 14203;19;10
14204;nombre 14204;14;11
14205;nombre 14205;12;16
14206;nombre 14206;11;14
14207;nombre 14207;18;4
14208;nombre 14208;14;19
14209;nombre 14209;18;13
14210;nombre 14210;16;18
14211;nombre 14211;12;16
14212;nombre 14212;11;14
14213;nombre 14213;18;20
14214;nombre 14214;10;5
14215;nombre 14215;20;11
14216;nombre 14216;15;18
14217;nombre 14217;14;12
14218;nombre 14218;13;5
14219;nombre 14219;12;15
14220;nombre 14220;10;16
14221;nombre 14221;20;17
14222;nombre 14222;18;9
14223;nombre 14223;18;9
14224;nombre 14224;14;12
14225;nombre 14225;12;20
14226;nombre 14226;18;7
14227;nombre 14227;18;18
14228;nombre 14228;20;3
14229;nombre 14229;19;1
14230;nombre 14230;14;6
14231;nombre 14231;12;20
14232;nombre 14232;10;16
14233;nombre 14233;11;3
14234;nombre 14234;10;8
14235;nombre 14235;15;9
14236;nombre 14236;19;6
14237;nombre 14237;20;14
14238;nombre 14238;10;15
14239;nombre 14239;20;17
14240;nombre 14240;11;5
14241;nombre 14241;14;0
14242;nombre 14242;12;2
14243;nombre 14243;10;8
14244;nombre 14244;19;10
14245;nombre 14245;17;2
14246;nombre 14246;13;11
14247;nombre 14247;11;12
14248;nombre 14248;14;2
14249;nombre 14249;19;19
14250;nombre 14250;19;0
14251;nombre 14251;11;1
14252;nombre 14252;20;9
14253;nombre 14253;17;15
14254;nombre 14254;12;19
14255;nombre 14255;13;18
14256;nombre 14256;20;10
14257;nombre 14257;17;10
14258;nombre 14258;15;17
14259;nombre 14259;19;1
14260;nombre 14260;20;19
14261;nombre 14261;13;17
14262;nombre 14262;13;15
14263;nombre 14263;10;0
14264;nombre 14264;18;16
14265;nombre 14265;17;18
14266;nombre 14266;15;18
14267;nombre 14267;13;16
14268;nombre 14268;17;12
14269;nombre 14269;20;13
14270;nombre 14270;12;12
14271;nombre 14271;18;8
14272;nombre 14272;17;4
14273;nombre 14273;10;15
14274;nombre 14274;20;13
14275;nombre 14275;18;7
14276;nombre 14276;18;17
14277;nombre 14277;15;11
14278;nombre 14278;15;18
14279;nombre 14279;13;13
14280;nombre 14280;13;7
14281;nombre 14281;14;0
14282;nombre 14282;17;3
14283;nombre 14283;11;8
14284;nombre 14284;17;16
14285;nombre 14285;10;0
14286;nombre 14286;16;14
14287;nombre 14287;17;7
14288;nombre 14288;16;6
14289;nombre 14289;16;3
14290;nombre 14290;11;16
14291;nombre 14291;20;11
14292;nombre 14292;19;12
14293;nombre 14293;18;11
14294;nombre 14294;18;3
14295;nombre 14295;18;12
14296;nombre 14296;13;0
14297;nombre 14297;17;18
14298;nombre 14298;12;17
14299;nombre 14299;19;4
14300;nombre 14300;13;12
14301;nombre 14301;10;4
14302;nombre 14302;10;17
14303;nombre 14303;18;0
14304;nombre 14304;17;20
14305;nombre 14305;17;2
14306;nombre 14306;18;4
14307;nombre 14307;12;19
14308;nombre 14308;16;8
14309;nombre 14309;16;10
14310;nombre 14310;15;8
14311;nombre 14311;14;12
14312;nombre 14312;17;11
14313;nombre 14313;12;7
14314;nombre 14314;17;7
14315;nombre 14315;20;17
14316;nombre 14316;10;6
14317;nombre 14317;19;7
14318;nombre 14318;19;12
14319;nombre 14319;17;5
14320;nombre 14320;13;14
14321;nombre 14321;10;14
14322;nombre 14322;16;10
14323;nombre 14323;20;18
14324;nombre 14324;15;19
14325;nombre 14325;16;1
14326;nombre 14326;18;0
14327;nombre 14327;11;18
14328;nombre 14328;19;3
14329;nombre 14329;19;17
14330;nombre 14330;17;0
14331;nombre 14331;12;3
14332;nombre 14332;17;19
14333;nombre 14333;20;19
14334;nombre 14334;10;20
14335;nombre 14335;19;0
14336;nombre 14336;17;10
14337;nombre 14337;14;8
14338;nombre 14338;20;14
14339;nombre 14339;14;6
14340;nombre 14340;16;12
14341;nombre 14341;15;20
14342;nombre 14342;12;13
14343;nombre 14343;13;6
14344;nombre 14344;19;4
14345;nombre 14345;15;19
14346;nombre 14346;15;13
14347;nombre 14347;15;8
14348;nombre 14348;11;14
14349;nombre 14349;11;16
14350;nombre 14350;14;4
14351;nombre 14351;12;15
14352;nombre 14352;16;10
14353;nombre 14353;14;20
14354;nombre 14354;14;12
14355;nombre 14355;11;10
14356;nombre 14356;13;16
14357;nombre 14357;15;18
14358;nombre 14358;12;20
14359;nombre 14359;12;14
14360;nombre 14360;15;12
14361;nombre 14361;15;4
14362;nombre 14362;16;20
14363;nombre 14363;10;1
14364;nombre 14364;11;9
14365;nombre 14365;15;12
14366;nombre 14366;19;8
14367;nombre 14367;10;15
14368;nombre 14368;14;11
14369;nombre 14369;13;18
14370;nombre 14370;13;5
14371;nombre 14371;11;12
14372;nombre 14372;10;6
14373;nombre 14373;17;14
14374;nombre 14374;12;11
14375;nombre 14375;16;20
14376;nombre 14376;10;15
14377;nombre 14377;14;9
14378;nombre 14378;18;18
14379;nombre 14379;18;13
14380;nombre 14380;14;1
14381;nombre 14381;10;10
14382;nombre 14382;14;1
14383;nombre 14383;12;14
14384;nombre 14384;10;4
14385;nombre 14385;12;15
14386;nombre 14386;13;7
14387;nombre 14387;13;16
14388;nombre 14388;19;18
14389;nombre 14389;16;13
14390;nombre 14390;20;16
14391;nombre 14391;19;16
14392;nombre 14392;11;0
14393;nombre 14393;18;16
14394;nombre 14394;16;10
14395;nombre 14395;16;8
14396;nombre 14396;15;5
14397;nombre 14397;11;14
14398;nombre 14398;18;17
14399;nombre 14399;20;2
14400;nombre 14400;18;10
14401;nombre 14401;16;1
14402;nombre 14402;11;16
14403;nombre 14403;10;16
14404;nombre 14404;14;13
14405;nombre 14405;19;3
14406;nombre 14406;10;11
14407;nombre 14407;16;8
14408;nombre 14408;20;13
14409;nombre 14409;17;20
14410;nombre 14410;16;16
14411;nombre 14411;10;14
14412;nombre 14412;20;15
14413;nombre 14413;11;3
14414;nombre 14414;16;9
14415;nombre 14415;10;20
14416;nombre 14416;16;15
14417;nombre 14417;19;4
14418;nombre 14418;13;6
14419;nombre 14419;10;11
14420;nombre 14420;10;6
14421;nombre 14421;16;9
14422;nombre 14422;19;10
14423;nombre 14423;10;17
14424;nombre 14424;16;17
14425;nombre 14425;11;18
14426;nombre 14426;11;16
14427;nombre 14427;11;20
14428;nombre 14428;17;12
14429;nombre 14429;12;12
14430;nombre 14430;13;10
14431;nombre 14431;15;4
14432;nombre 14432;10;18
14433;nombre 14433;11;1
14434;nombre 14434;13;18
14435;nombre 14435;12;9
14436;nombre 14436;11;12
14437;nombre 14437;10;13
14438;nombre 14438;13;13
14439;nombre 14439;13;1
14440;nombre 14440;15;18
14441;nombre 14441;18;12
14442;nombre 14442;13;14
14443;nombre 14443;18;6
14444;nombre 14444;19;19
14445;nombre 14445;11;4
14446;nombre 14446;10;16
14447;nombre 14447;18;14
14448;nombre 14448;19;3
14449;nombre 14449;13;20
14450;nombre 14450;20;15
14451;nombre 14451;12;13
14452;nombre 14452;19;11
14453;nombre 14453;15;9
14454;nombre 14454;11;15
14455;nombre 14455;14;13
14456;nombre 14456;10;10
14457;nombre 14457;15;11
14458;nombre 14458;19;0
14459;nombre 14459;16;6
14460;nombre 14460;18;2
14461;nombre 14461;16;5
14462;nombre 14462;18;15
14463;nombre 14463;11;19
14464;nombre 14464;11;19
14465;nombre 14465;16;6
14466;nombre 14466;18;11
14467;nombre 14467;19;20
14468;nombre 14468;20;5
14469;nombre 14469;11;6
14470;nombre 14470;16;18
14471;nombre 14471;11;12
14472;nombre 14472;16;10
14473;nombre 14473;18;12
14474;nombre 14474;18;19
14475;nombre 14475;12;12
14476;nombre 14476;10;4
14477;nombre 14477;16;20
14478;nombre 14478;19;8
14479;nombre 14479;11;0
14480;nombre 14480;15;20
14481;nombre 14481;19;11
14482;nombre 14482;19;5
14483;nombre 14483;17;0
14484;nombre 14484;12;14
14485;nombre 14485;16;9
14486;nombre 14486;18;2
14487;nombre 14487;18;2
14488;nombre 14488;14;6
14489;nombre 14489;11;20
14490;nombre 14490;16;0
14491;nombre 14491;18;9
14492;nombre 14492;15;15
14493;nombre 14493;18;10
14494;nombre 14494;17;19
14495;nombre 14495;18;5
14496;nombre 14496;20;11
14497;nombre 14497;14;1
14498;nombre 14498;19;8
14499;nombre 14499;12;1
14500;nombre 14500;13;2
14501;nombre 14501;16;20
14502;nombre 14502;14;20
14503;nombre 14503;16;17
14504;nombre 14504;16;4
14505;nombre 14505;15;19
14506;nombre 14506;20;6
14507;nombre 14507;15;8
14508;nombre 14508;14;15
14509;nombre 14509;10;9
14510;nombre 14510;17;11
14511;nombre 14511;16;1
14512;nombre 14512;20;11
14513;nombre 14513;13;18
14514;nombre 14514;15;6
14515;nombre 14515;18;4
14516;nombre 14516;13;10
14517;nombre 14517;15;18
14518;nombre 14518;19;13
14519;nombre 14519;16;8
14520;nombre 14520;14;15
14521;nombre 14521;20;1
14522;nombre 14522;17;8
14523;nombre 14523;18;2
14524;nombre 14524;11;6
14525;nombre 14525;16;6
14526;nombre 14526;15;5
14527;nombre 14527;15;12
14528;nombre 14528;10;9
14529;nombre 14529;18;16
14530;nombre 14530;12;14
14531;nombre 14531;15;7
14532;nombre 14532;13;4
14533;nombre 14533;16;16
14534;nombre 14534;14;13
14535;nombre 14535;20;18
14536;nombre 14536;10;4
14537;nombre 14537;17;16
14538;nombre 14538;13;0
14539;nombre 14539;12;0
14540;nombre 14540;20;17
14541;nombre 14541;17;14
14542;nombre 14542;15;20
14543;nombre 14543;11;0
14544;nombre 14544;14;13
14545;nombre 14545;20;2
14546;nombre 14546;14;18
14547;nombre 14547;12;1
14548;nombre 14548;16;13
14549;nombre 14549;15;7
14550;nombre 14550;17;18
14551;nombre 14551;16;4
14552;nombre 14552;12;19
14553;nombre 14553;15;5
14554;nombre 14554;15;6
14555;nombre 14555;19;19
14556;nombre 14556;17;18
14557;nombre 14557;15;18
14558;nombre 14558;10;7
14559;nombre 14559;11;20
14560;nombre 14560;12;20
14561;nombre 14561;14;15
14562;nombre 14562;18;2
14563;nombre 14563;14;13
14564;nombre 14564;16;8
14565;nombre 14565;11;18
14566;nombre 14566;18;16
14567;nombre 14567;17;5
14568;nombre 14568;18;17
14569;nombre 14569;13;5
14570;nombre 14570;14;7
14571;nombre 14571;20;2
14572;nombre 14572;12;15
14573;nombre 14573;10;19
14574;nombre 14574;10;20
14575;nombre 14575;17;18
14576;nombre 14576;16;9
14577;nombre 14577;13;8
14578;nombre 14578;16;1
14579;nombre 14579;20;4
14580;nombre 14580;20;13
14581;nombre 14581;11;18
14582;nombre 14582;13;3
14583;nombre 14583;16;6
14584;nombre 14584;19;0
14585;nombre 14585;17;17
14586;nombre 14586;18;18
14587;nombre 14587;13;7
14588;nombre 14588;12;6
14589;nombre 14589;19;16
14590;nombre 14590;14;15
14591;nombre 14591;14;0
14592;nombre 14592;18;17
14593;nombre 14593;15;18
14594;nombre 14594;17;5
14595;nombre 14595;13;13
14596;nombre 14596;10;9
14597;nombre 14597;12;11
14598;nombre 14598;14;5
14599;nombre 14599;19;15
14600;nombre 14600;18;14
14601;nombre 14601;13;19
14602;nombre 14602;18;8
14603;nombre 14603;15;8
14604;nombre 14604;13;12
14605;nombre 14605;19;3
14606;nombre 14606;17;18
14607;nombre 14607;11;12
14608;nombre 14608;17;12
14609;nombre 14609;20;0
14610;nombre 14610;12;19
14611;nombre 14611;15;2
14612;nombre 14612;20;15
14613;nombre 14613;20;5
14614;nombre 14614;19;20
14615;nombre 14615;17;1
14616;nombre 14616;13;1
14617;nombre 14617;16;14
14618;nombre 14618;12;11
14619;nombre 14619;14;13
14620;nombre 14620;18;1
14621;nombre 14621;16;19
14622;nombre 14622;11;14
14623;nombre 14623;18;4
14624;nombre 14624;17;9
14625;nombre 14625;13;9
14626;nombre 14626;15;2
14627;nombre 14627;20;9
14628;nombre 14628;16;18
14629;nombre 14629;18;10
14630;nombre 14630;18;2
14631;nombre 14631;14;11
14632;nombre 14632;13;9
14633;nombre 14633;11;12
14634;nombre 14634;11;18
14635;nombre 14635;15;6
14636;nombre 14636;20;1
14637;nombre 14637;18;7
14638;nombre 14638;15;20
14639;nombre 14639;17;0
14640;nombre 14640;19;5
14641;nombre 14641;18;2
14642;nombre 14642;14;8
14643;nombre 14643;20;12
14644;nombre 14644;13;9
14645;nombre 14645;15;16
14646;nombre 14646;14;18
14647;nombre 14647;17;12
14648;nombre 14648;16;13
14649;nombre 14649;18;19
14650;nombre 14650;19;0
14651;nombre 14651;18;16
14652;nombre 14652;16;19
14653;nombre 14653;19;15
14654;nombre 14654;16;17
14655;nombre 14655;16;19
14656;nombre 14656;15;7
14657;nombre 14657;13;15
14658;nombre 14658;20;15
14659;nombre 14659;19;10
14660;nombre 14660;17;9
14661;nombre 14661;20;5
14662;nombre 14662;12;11
14663;nombre 14663;10;19
14664;nombre 14664;16;20
14665;nombre 14665;18;4
14666;nombre 14666;17;17
14667;nombre 14667;16;10
14668;nombre 14668;13;18
14669;nombre 14669;12;12
14670;nombre 14670;14;5
14671;nombre 14671;14;13
14672;nombre 14672;19;16
14673;nombre 14673;14;16
14674;nombre 14674;12;12
14675;nombre 14675;19;13
14676;nombre 14676;14;3
14677;nombre 14677;14;7
14678;nombre 14678;12;16
14679;nombre 14679;17;6
14680;nombre 14680;15;10
14681;nombre 14681;14;0
14682;nombre 14682;20;20
14683;nombre 14683;13;14
14684;nombre 14684;13;9
14685;nombre 14685;11;10
14686;nombre 14686;20;15
14687;nombre 14687;10;1
14688;nombre 14688;17;20
14689;nombre 14689;16;14
14690;nombre 14690;18;4
14691;nombre 14691;13;17
14692;nombre 14692;10;1
14693;nombre 14693;20;10
14694;nombre 14694;15;9
14695;nombre 14695;12;17
14696;nombre 14696;14;13
